nDisque jeu1_TTP jeu1Bal jeu2_TTP jeu2Bal jeu3_TTP jeu3Bal
867 2201 114 2266 328 6770 5946
868 2204 114 2268 332 6766 5969
869 2207 118 2277 329 6823 5973
870 2214 114 2282 329 6794 6052
871 2205 114 2280 328 6804 6014
872 2226 114 2292 337 6833 6067
873 2231 115 2296 333 6885 6071
874 2236 115 2295 331 6890 6050
875 2240 115 2305 331 6867 6137
876 2254 116 2323 334 6932 6144
877 2243 115 2313 334 6947 6108
878 2261 115 2323 336 6936 6169
879 2259 115 2321 332 6975 6152
880 2265 116 2325 336 7020 6152
881 2274 116 2342 336 7033 6162
882 2276 116 2352 333 7033 6186
883 2282 116 2345 335 7032 6266
884 2278 116 2344 333 6999 6223
885 2278 116 2352 337 7073 6162
886 2285 116 2359 336 7098 6251
887 2375 120 2444 351 7365 6484
888 2297 117 2368 340 7133 6265
889 2311 117 2376 338 7116 6298
890 2312 116 2378 337 7100 6307
891 2325 117 2395 340 7176 6349
892 2327 117 2397 340 7162 6372
893 2333 117 2399 342 7187 6338
894 2336 117 2401 341 7188 6366
895 2339 117 2403 346 7204 6370
896 2359 118 2426 346 7279 6428
897 2353 118 2422 342 7263 6381
898 2347 118 2423 342 7231 6399
899 2355 118 2423 342 7238 6409
900 2375 119 2442 346 7295 6467
901 2373 119 2439 344 7301 6438
902 2381 120 2448 344 7358 6446
903 2400 118 2467 348 7363 6527
904 2391 119 2464 346 7402 6481
905 2387 122 2458 346 7362 6535
906 2400 118 2468 346 7429 6478
907 2403 119 2478 348 7405 6499
908 2413 120 2485 352 7428 6567
909 2412 119 2475 348 7415 6535
910 2415 120 2483 352 7436 6537
911 2425 120 2502 350 7494 6587
912 2442 121 2507 350 7501 6596
913 2438 120 2501 350 7480 6575
914 2442 122 2513 353 7541 6633
915 2442 120 2518 351 7515 6687
916 2460 121 2529 355 7562 6691
917 2471 121 2534 355 7619 6651
918 2460 120 2529 355 7588 6651
919 2476 122 2542 355 7660 6647
920 2473 120 2539 354 7584 6671
921 2480 122 2551 354 7608 6670
922 2480 121 2561 356 7622 6771
923 2497 121 2564 358 7658 6742
924 2498 121 2572 356 7683 6789
925 2512 121 2583 357 7755 6777
926 2497 122 2570 357 7690 6760
927 2514 122 2583 360 7776 6738
928 2519 122 2590 357 7762 6775
929 2524 122 2589 357 7790 6816
930 2528 123 2600 358 7778 6829
931 2522 122 2590 356 7757 6818
932 2532 123 2604 360 7799 6843
933 2542 123 2615 360 7836 6924
934 2565 124 2635 361 7870 6913
935 2551 123 2619 360 7868 6880
936 2557 122 2627 364 7823 6969
937 2576 125 2645 364 7904 7016
938 2589 125 2663 364 7933 7061
939 2578 124 2651 364 7924 6974
940 2589 124 2659 364 7960 7021
941 2579 125 2655 365 7937 6970
942 2591 124 2673 365 7961 7027
943 2608 125 2674 365 8023 7041
944 2609 124 2682 366 8008 7076
945 2617 124 2690 366 8006 7094
946 2620 125 2689 373 8031 7067
947 2620 127 2689 372 8015 7108
948 2638 126 2706 370 8118 7125
949 2640 126 2712 370 8122 7158
950 2628 129 2704 367 8049 7123
951 2644 126 2715 371 8100 7186
952 2657 126 2734 371 8147 7207
953 2660 127 2733 373 8186 7182
954 2665 127 2733 373 8151 7215
955 2673 126 2746 373 8164 7287
956 2682 126 2749 375 8201 7232
957 2670 126 2743 372 8193 7225
958 2692 130 2766 373 8260 7270
959 2695 127 2769 377 8225 7335
960 2700 127 2780 374 8280 7263
961 2708 127 2774 375 8313 7304
962 2705 128 2775 377 8276 7316
963 2712 126 2791 378 8331 7361
964 2720 128 2796 376 8337 7338
965 2727 128 2804 379 8384 7378
966 2745 129 2819 378 8387 7422
967 2744 129 2820 378 8401 7396
968 2753 128 2827 377 8445 7457
969 2761 129 2833 377 8485 7389
970 2755 128 2832 383 8438 7476
971 2763 129 2842 384 8471 7495
972 2765 129 2842 381 8500 7498
973 2778 129 2858 379 8496 7463
974 2772 130 2856 387 8484 7498
975 2776 129 2849 381 8480 7538
976 2795 131 2880 385 8496 7568
977 2804 129 2873 385 8570 7509
978 2800 129 2882 386 8583 7569
979 2803 129 2874 383 8614 7528
980 2809 129 2890 385 8612 7569
981 2809 130 2883 385 8639 7521
982 2824 130 2900 386 8643 7654
983 2830 130 2900 387 8607 7632
984 2841 131 2924 388 8715 7695
985 2829 131 2908 388 8672 7658
986 2835 131 2913 390 8659 7687
987 2854 130 2929 390 8736 7710
988 2850 130 2931 389 8731 7666
989 2869 132 2942 394 8771 7747
990 2874 132 2952 393 8834 7759
991 2880 132 2959 390 8801 7759
992 2886 132 2964 392 8827 7806
993 2898 133 2967 391 8869 7796
994 2885 133 2968 392 8807 7797
995 2901 133 2982 392 8883 7811
996 2906 134 2982 396 8910 7878
997 2905 132 2981 393 8852 7827
998 2922 132 2994 396 8922 7912
999 2918 134 2998 396 8931 7844
1000 2918 133 2999 398 8930 7876
1001 2924 133 3006 394 8924 7908
1002 2941 134 3020 405 9006 7900
1003 2945 132 3018 397 8997 7928
1004 2960 136 3037 398 9012 8007
1005 2955 133 3037 400 9002 8029
1006 2966 134 3050 398 9104 7936
1007 2967 133 3043 398 9061 8013
1008 2983 136 3057 402 9152 8000
1009 2976 135 3061 403 9121 7956
1010 2978 134 3048 400 9101 8048
1011 2982 134 3060 405 9117 8023
1012 2994 134 3071 401 9129 8024
1013 3007 134 3094 403 9238 8125
1014 3009 134 3094 403 9228 8093
1015 3023 136 3101 401 9235 8091
1016 3016 135 3101 404 9251 8153
1017 3024 137 3114 402 9257 8119
1018 3068 137 3141 408 9354 8234
1019 3048 135 3121 403 9351 8141
1020 3053 136 3135 406 9357 8217
1021 3048 136 3134 404 9329 8170
1022 3072 137 3142 407 9373 8230
1023 3056 136 3144 410 9317 8197
1024 3073 136 3154 406 9396 8253
1025 3064 140 3148 407 9345 8236
1026 3071 137 3153 410 9401 8211
1027 3087 136 3171 408 9411 8305
1028 3092 137 3163 410 9427 8302
1029 3089 136 3170 411 9414 8297
1030 3109 137 3187 409 9495 8315
1031 3113 138 3186 412 9511 8359
1032 3107 138 3192 410 9492 8340
1033 3125 138 3191 412 9526 8349
1034 3132 138 3211 414 9585 8493
1035 3133 138 3214 412 9576 8444
1036 3146 141 3223 413 9569 8414
1037 3135 138 3224 414 9609 8442
1038 3157 142 3249 416 9644 8475
1039 3160 139 3246 418 9668 8498
1040 3173 138 3256 416 9669 8560
1041 3189 140 3261 422 9705 8529
1042 3182 139 3259 416 9690 8553
1043 3201 138 3272 418 9758 8523
1044 3193 140 3270 418 9769 8621
1045 3196 140 3278 420 9746 8658
1046 3201 139 3280 416 9821 8602
1047 3196 139 3278 419 9778 8671
1048 3223 140 3308 418 9838 8717
1049 3221 140 3303 418 9851 8692
1050 3224 139 3309 421 9860 8739
1051 3238 140 3315 421 9912 8741
1052 3246 142 3322 426 9981 8765
1053 3246 140 3325 423 9960 8765
1054 3257 141 3342 424 9985 8850
1055 3243 140 3323 425 9992 8777
1056 3248 142 3332 423 9992 8810
1057 3265 140 3344 425 10048 8867
1058 3273 141 3353 422 10052 8936
1059 3279 141 3364 424 10090 8917
1060 3294 141 3374 430 10144 9027
1061 3300 141 3377 430 10179 9018
1062 3303 141 3380 426 10199 8993
1063 3306 143 3389 431 10279 9017
1064 3309 143 3403 428 10251 9037
1065 3328 142 3407 428 10316 9053
1066 3324 142 3412 430 10310 9072
1067 3328 142 3407 427 10279 9130
1068 3352 143 3423 430 10308 9184
1069 3335 143 3417 430 10341 9163
1070 3351 143 3434 431 10450 9167
1071 3362 144 3442 431 10435 9245
1072 3360 142 3447 430 10430 9208
1073 3372 143 3448 440 10469 9232
1074 3377 143 3463 438 10500 9274
1075 3388 144 3469 435 10587 9264
1076 3386 144 3464 435 10522 9298
1077 3396 144 3480 433 10554 9333
1078 3394 144 3486 435 10564 9318
1079 3427 146 3510 442 10606 9375
1080 3423 145 3500 437 10604 9385
1081 3425 145 3505 440 10629 9381
1082 3427 144 3505 436 10622 9377
1083 3439 145 3516 438 10658 9397
1084 3443 145 3522 439 10662 9434
1085 3440 145 3523 441 10670 9520
1086 3449 145 3529 442 10687 9450
1087 3498 146 3582 445 10872 9585
1088 3479 147 3568 449 10808 9579
1089 3474 146 3562 443 10783 9495
1090 3490 146 3575 448 10840 9591
1091 3486 146 3562 444 10798 9520
1092 3499 146 3582 443 10854 9575
1093 3512 147 3592 445 10860 9650
1094 3510 147 3590 440 10852 9635
1095 3517 147 3600 448 10905 9660
1096 3520 147 3595 450 10941 9668
1097 3528 147 3613 447 10938 9686
1098 3538 148 3615 453 10984 9653
1099 3539 148 3615 447 10945 9666
1100 3527 146 3611 446 10922 9627
1101 3545 148 3625 448 11030 9656
1102 3559 148 3644 458 11033 9761
1103 3571 147 3658 449 11084 9746
1104 3577 148 3666 448 11097 9763
1105 3556 148 3640 448 11070 9747
1106 3583 149 3662 452 11083 9754
1107 3615 148 3694 453 11195 9825
1108 3595 150 3681 461 11157 9823
1109 3605 149 3697 452 11201 9897
1110 3602 150 3691 453 11145 9856
1111 3618 149 3708 454 11203 9914
1112 3622 149 3713 453 11236 9886
1113 3622 150 3699 454 11248 9917
1114 3625 151 3720 456 11235 9914
1115 3631 149 3722 455 11321 9930
1116 3650 149 3739 457 11291 9964
1117 3644 150 3733 459 11291 9999
1118 3668 151 3755 462 11350 9994
1119 3647 150 3737 462 11307 9927
1120 3660 150 3738 462 11314 9981
1121 3669 150 3765 458 11336 10037
1122 3691 150 3770 458 11453 10049
1123 3703 151 3791 463 11514 10073
1124 3703 152 3790 474 11417 10142
1125 3695 151 3771 458 11448 10047
1126 3702 150 3792 460 11476 10170
1127 3702 151 3798 458 11500 10097
1128 3725 151 3820 464 11580 10141
1129 3734 152 3830 466 11568 10179
1130 3733 152 3828 462 11548 10198
1131 3749 153 3835 464 11622 10244
1132 3741 152 3822 465 11537 10425
1133 3762 152 3855 465 11628 10325
1134 3767 155 3848 464 11647 10232
1135 3776 153 3865 467 11720 10322
1136 3786 153 3871 468 11721 10271
1137 3808 153 3875 468 11789 10365
1138 3801 154 3888 466 11726 10391
1139 3815 153 3907 467 11813 10341
1140 3809 154 3902 466 11768 10443
1141 3811 154 3891 468 11788 10387
1142 3832 155 3907 471 11780 10429
1143 3836 155 3919 476 11884 10472
1144 3838 153 3923 475 11842 10442
1145 3845 154 3932 473 11877 10505
1146 3839 154 3907 468 11853 10418
1147 3837 154 3937 474 11876 10511
1148 3878 155 3966 479 11983 10573
1149 3887 154 3964 475 11984 10566
1150 3885 155 3969 474 12039 10583
1151 3896 156 3973 476 12067 10538
1152 3875 155 3960 476 11960 10574
1153 3897 155 3991 475 12080 10544
1154 3905 154 3998 475 12090 10585
1155 3904 155 3992 475 12091 10594
1156 3929 156 4015 480 12172 10686
1157 3922 157 4013 477 12075 10692
1158 3929 156 4017 475 12179 10707
1159 3934 156 4022 479 12068 10683
1160 3937 157 4021 479 12117 10698
1161 3946 156 4027 482 12201 10734
1162 3957 156 4025 480 12185 10728
1163 3964 157 4052 483 12231 10781
1164 3964 156 4057 480 12266 10704
1165 3981 156 4067 483 12290 10836
1166 3987 156 4074 482 12266 10805
1167 3992 158 4079 488 12301 10871
1168 4002 157 4093 484 12328 10894
1169 4011 157 4101 485 12379 10913
1170 3999 158 4102 485 12379 10922
1171 4011 158 4099 485 12385 10843
1172 4021 159 4109 485 12375 10965
1173 4038 157 4120 486 12382 10947
1174 4090 161 4179 494 12639 11023
1175 4046 158 4145 486 12499 10916
1176 4045 157 4128 488 12553 10921
1177 4064 159 4155 489 12520 11033
1178 4060 159 4157 499 12553 11026
1179 4070 159 4173 489 12567 10956
1180 4074 159 4161 489 12564 11108
1181 4086 159 4177 491 12617 11044
1182 4101 161 4188 497 12587 11147
1183 4095 159 4191 494 12617 11157
1184 4114 160 4212 495 12678 11213
1185 4112 160 4199 498 12676 11161
1186 4126 161 4210 495 12701 11231
1187 4126 159 4212 493 12703 11182
1188 4137 161 4237 495 12774 11286
1189 4155 160 4258 496 12861 11227
1190 4172 160 4243 495 12820 11172
1191 4162 160 4245 496 12884 11232
1192 4166 160 4249 498 12821 11245
1193 4165 161 4250 497 12844 11238
1194 4172 159 4266 498 12869 11259
1195 4188 161 4274 499 12869 11378
1196 4180 160 4281 500 12897 11381
1197 4199 161 4281 501 12912 11353
1198 4197 162 4294 500 12959 11355
1199 4211 162 4303 501 13007 11385
1200 4209 163 4300 505 13031 11431
1201 4224 162 4311 500 12965 11439
1202 4244 163 4330 507 13081 11511
1203 4270 164 4372 509 13166 11543
1204 4240 163 4334 505 13079 11451
1205 4251 161 4341 503 13127 11491
1206 4260 163 4352 509 13130 11510
1207 4274 163 4361 504 13182 11571
1208 4270 162 4367 505 13165 11577
1209 4288 162 4375 512 13268 11523
1210 4281 162 4372 507 13191 11534
1211 4311 164 4402 512 13309 11775
1212 4299 162 4397 504 13241 11579
1213 4309 165 4405 510 13275 11710
1214 4321 164 4417 509 13296 11680
1215 4321 162 4403 508 13296 11648
1216 4331 165 4421 510 13314 11749
1217 4345 164 4432 509 13302 11782
1218 4342 165 4436 511 13347 11723
1219 4371 168 4464 514 13428 11847
1220 4350 164 4443 512 13353 11828
1221 4365 165 4461 517 13422 11790
1222 4361 165 4469 513 13516 11764
1223 4380 166 4474 518 13433 11907
1224 4384 165 4479 516 13500 11915
1225 4402 166 4503 522 13527 11859
1226 4401 166 4495 515 13508 11927
1227 4425 167 4509 519 13606 11960
1228 4422 174 4523 515 13672 11927
1229 4418 166 4508 516 13575 11964
1230 4421 165 4519 518 13672 11880
1231 4414 166 4503 516 13603 11864
1232 4446 166 4536 522 13659 12025
1233 4437 167 4545 523 13650 12012
1234 4465 165 4538 516 13682 11991
1235 4468 167 4564 523 13731 12133
1236 4482 166 4573 520 13761 12068
1237 4480 168 4585 522 13804 12090
1238 4488 167 4592 523 13840 12122
1239 4501 167 4584 523 13869 12096
1240 4489 167 4589 522 13819 12101
1241 4500 167 4588 523 13787 12190
1242 4508 167 4602 523 13844 12202
1243 4526 168 4616 527 13879 12250
1244 4539 168 4633 527 13908 12286
1245 4545 170 4641 525 13984 12199
1246 4543 168 4634 528 13931 12282
1247 4548 169 4652 528 14009 12271
1248 4573 169 4657 526 14030 12300
1249 4563 168 4654 526 14011 12285
1250 4569 169 4667 528 14032 12327
1251 4581 171 4695 527 14040 12380
1252 4612 170 4703 534 14136 12460
1253 4595 169 4703 530 14112 12383
1254 4624 170 4712 532 14182 12486
1255 4620 169 4702 532 14154 12479
1256 4608 170 4707 534 14175 12465
1257 4619 170 4721 539 14177 12509
1258 4615 169 4719 531 14169 12481
1259 4643 170 4739 534 14314 12449
1260 4642 171 4742 534 14222 12564
1261 4675 171 4764 536 14354 12619
1262 4649 171 4742 537 14324 12531
1263 4689 172 4778 536 14399 12602
1264 4672 170 4768 535 14394 12619
1265 4693 172 4784 540 14420 12639
1266 4687 172 4790 537 14360 12631
1267 4707 171 4789 540 14383 12725
1268 4685 171 4796 540 14418 12713
1269 4698 171 4798 539 14469 12665
1270 4731 170 4831 542 14583 12682
1271 4717 171 4813 538 14506 12699
1272 4738 172 4859 540 14592 12781
1273 4746 172 4845 542 14548 12779
1274 4758 172 4841 544 14577 12782
1275 4779 173 4869 548 14671 12882
1276 4790 175 4875 543 14680 12924
1277 4783 173 4878 542 14667 12909
1278 4781 173 4878 545 14733 12883
1279 4793 173 4889 547 14765 12869
1280 4814 176 4914 549 14798 12962
1281 4800 172 4895 550 14690 12962
1282 4791 173 4889 545 14752 12916
1283 4823 174 4927 551 14807 13055
1284 4832 174 4923 548 14843 13064
1285 4834 174 4925 550 14879 13079
1286 4833 175 4935 551 14929 13035
1287 4866 175 4964 555 14960 13189
1288 4852 175 4950 549 15028 13136
1289 4867 176 4970 548 14988 13217
1290 4877 174 4972 559 15029 13265
1291 4877 174 4983 553 15122 13236
1292 4881 175 4988 551 15216 13265
1293 4891 175 4988 553 15154 13505
1294 4893 174 4995 553 15199 13309
1295 4913 175 5010 555 15233 13363
1296 4920 176 5018 555 15243 13384
1297 4936 176 5050 562 15326 13509
1298 4927 176 5025 554 15299 13461
1299 4938 176 5034 559 15347 13479
1300 4937 176 5047 556 15320 13538
1301 4969 177 5067 559 15420 13623
1302 4979 176 5081 563 15557 13635
1303 4969 178 5072 560 15515 13685
1304 4974 177 5075 560 15531 13617
1305 4999 179 5105 561 15629 13684
1306 4992 177 5081 559 15542 13714
1307 5015 177 5112 560 15715 13683
1308 5016 178 5114 562 15730 13748
1309 5014 177 5104 562 15590 13798
1310 5025 177 5113 559 15669 13749
1311 5049 179 5152 564 15778 13845
1312 5041 178 5143 564 15830 13852
1313 5055 178 5165 563 15820 13831
1314 5056 178 5172 565 15883 13887
1315 5055 179 5154 567 15822 13819
1316 5074 178 5178 567 15781 14010
1317 5085 180 5182 567 15864 13986
1318 5093 179 5182 565 15914 14010
1319 5101 179 5186 567 15924 14015
1320 5093 180 5206 568 15970 14077
1321 5093 179 5199 572 15918 13966
1322 5114 179 5219 573 16031 14004
1323 5111 180 5217 568 16013 14076
1324 5125 180 5228 570 16084 14137
1325 5150 180 5255 568 16178 14155
1326 5164 180 5247 574 16070 14206
1327 5157 181 5259 574 16113 14202
1328 5185 182 5276 575 16235 14377
1329 5196 182 5298 574 16195 14250
1330 5186 183 5293 577 16161 14287
1331 5195 182 5295 575 16236 14289
1332 5198 184 5302 575 16251 14219
1333 5193 182 5297 575 16213 14310
1334 5222 182 5329 577 16386 14288
1335 5212 182 5327 582 16351 14313
1336 5233 182 5338 577 16356 14313
1337 5242 182 5339 581 16468 14432
1338 5254 183 5362 578 16413 14385
1339 5250 182 5356 579 16441 14497
1340 5253 183 5345 579 16462 14430
1341 5275 183 5370 579 16415 14555
1342 5276 183 5379 582 16544 14451
1343 5288 184 5385 581 16503 14447
1344 5298 185 5408 585 16507 14509
1345 5316 184 5405 584 16657 14579
1346 5333 184 5440 590 16715 14602
1347 5321 183 5415 584 16641 14603
1348 5335 182 5423 589 16603 14567
1349 5317 183 5435 585 16622 14653
1350 5332 183 5430 582 16568 14676
1351 5339 183 5452 585 16697 14670
1352 5342 183 5451 584 16753 14636
1353 5347 182 5448 584 16688 14604
1354 5360 184 5464 586 16798 14687
1355 5380 188 5482 587 16880 14658
1356 5383 184 5485 588 16773 14721
1357 5376 183 5476 585 16814 14637
1358 5405 185 5497 588 16832 14821
1359 5447 187 5520 592 16937 14836
1360 5411 186 5513 589 16891 14843
1361 5412 189 5507 593 16845 14884
1362 5439 186 5543 596 16932 14881
1363 5431 184 5536 592 16894 15002
1364 5459 190 5558 596 16950 14931
1365 5443 186 5546 599 16986 14879
1366 5449 186 5550 592 16991 14875
1367 5476 186 5575 593 17063 14909
1368 5493 187 5596 595 17078 15005
1369 5471 186 5585 598 17027 15048
1370 5505 186 5608 599 17080 15340
1371 5517 188 5623 598 17226 15038
1372 5511 188 5622 598 17223 15139
1373 5515 187 5611 600 17167 15121
1374 5547 187 5652 601 17255 15134
1375 5544 186 5654 607 17284 15135
1376 5542 189 5652 601 17330 15167
1377 5550 186 5648 601 17295 15102
1378 5563 187 5676 606 17412 15180
1379 5582 187 5675 601 17381 15129
1380 5567 188 5667 602 17389 15198
1381 5581 188 5689 602 17327 15326
1382 5551 189 5661 604 17305 15246
1383 5599 189 5707 601 17432 15273
1384 5608 189 5714 606 17515 15327
1385 5637 189 5747 607 17573 15508
1386 5655 188 5780 608 17588 15539
1387 5634 188 5742 613 17585 15369
1388 5651 191 5751 609 17584 15475
1389 5656 194 5760 610 17608 15462
1390 5640 189 5752 607 17564 15416
1391 5675 190 5779 620 17732 15529
1392 5684 191 5795 613 17668 15418
1393 5696 191 5795 612 17706 15534
1394 5698 190 5808 614 17832 15548
1395 5710 191 5818 613 17782 15598
1396 5692 191 5800 611 17754 15486
1397 5718 191 5828 611 17795 15567
1398 5719 191 5827 615 17803 15559
1399 5744 192 5869 616 17955 15681
1400 5736 191 5844 612 17767 15653
1401 5732 190 5845 615 17876 15704
1402 5755 191 5851 614 17806 15738
1403 5754 192 5855 615 17952 15641
1404 5764 192 5875 618 17992 15803
1405 5786 191 5890 616 18024 15710
1406 5771 192 5888 613 17867 15742
1407 5793 193 5899 618 18055 15845
1408 5807 193 5909 618 18018 15780
1409 5798 192 5904 618 18009 15818
1410 5818 192 5936 622 18144 15974
1411 5826 193 5931 618 18128 15810
1412 5855 193 5967 627 18151 16086
1413 5848 193 5950 621 18190 15903
1414 5849 193 5963 624 18271 15997
1415 5854 193 5955 622 18118 15961
1416 5862 194 5965 623 18232 15899
1417 5872 193 5978 629 18184 16014
1418 5897 192 6004 625 18283 15975
1419 5884 193 5996 623 18333 16044
1420 5895 194 6006 626 18270 16418
1421 5903 193 6008 627 18339 16165
1422 5914 194 6033 632 18318 16103
1423 5931 195 6027 631 18415 16107
1424 5948 195 6065 633 18546 16291
1425 5951 195 6079 633 18504 16200
1426 5950 194 6054 637 18535 16204
1427 5974 194 6080 632 18573 16333
1428 5975 195 6090 629 18644 16157
1429 5997 197 6111 632 18668 16361
1430 5994 194 6091 635 18599 16338
1431 6019 195 6121 633 18734 16404
1432 5988 195 6087 632 18586 16307
1433 6021 196 6135 637 18766 16346
1434 6020 197 6123 634 18637 16455
1435 6034 196 6138 633 18710 16378
1436 6028 196 6129 633 18718 16352
1437 6094 198 6218 645 19014 16644
1438 6238 203 6354 656 19356 16940
1439 6050 198 6177 638 18842 16474
1440 6066 196 6170 645 18902 16422
1441 6094 197 6203 646 18861 16639
1442 6074 198 6196 638 18909 16543
1443 6122 202 6236 640 18992 16696
1444 6100 197 6199 638 18875 16584
1445 6116 198 6235 644 18963 16718
1446 6105 197 6233 642 19007 16576
1447 6121 199 6222 640 19087 16555
1448 6153 199 6264 644 19109 16747
1449 6151 198 6262 642 19080 16790
1450 6157 198 6247 640 19068 16662
1451 6126 198 6233 640 19004 16637
1452 6179 198 6288 644 19144 16867
1453 6192 200 6311 648 19299 16831
1454 6198 198 6307 648 19249 16858
1455 6223 199 6333 646 19269 16918
1456 6211 198 6325 646 19298 16886
1457 6217 200 6327 646 19267 16895
1458 6229 200 6339 650 19265 16958
1459 6229 200 6331 652 19275 16955
1460 6244 200 6354 652 19355 16972
1461 6278 201 6399 655 19396 17120
1462 6278 201 6402 652 19489 17027
1463 6262 200 6379 650 19388 17113
1464 6255 200 6368 652 19452 17047
1465 6293 201 6391 653 19504 17096
1466 6301 200 6403 653 19408 17083
1467 6295 200 6419 653 19521 17166
1468 6331 201 6444 653 19581 17194
1469 6313 201 6432 654 19470 17161
1470 6354 201 6459 654 19795 17094
1471 6328 201 6449 653 19561 17205
1472 6354 201 6469 656 19740 17190
1473 6371 203 6472 655 19698 17261
1474 6356 202 6470 658 19685 17177
1475 6356 202 6477 658 19709 17359
1476 6372 201 6474 658 19804 17239
1477 6397 202 6494 659 19785 17322
1478 6410 204 6519 659 19762 17356
1479 6399 202 6508 658 19769 17637
1480 6414 203 6525 662 19860 17447
1481 6436 203 6542 659 19877 17479
1482 6415 203 6540 665 19875 17450
1483 6452 202 6561 663 19957 17481
1484 6454 205 6554 667 19919 17572
1485 6453 202 6560 663 20033 17393
1486 6460 204 6569 672 20064 17515
1487 6454 204 6569 667 20036 17511
1488 6492 204 6603 672 20084 17553
1489 6502 205 6610 666 20161 17543
1490 6500 206 6618 669 20150 17725
1491 6504 204 6621 666 20171 17652
1492 6520 205 6618 668 20213 17702
1493 6513 207 6633 667 20254 17666
1494 6533 205 6639 669 20247 17707
1495 6540 206 6650 671 20210 17755
1496 6563 205 6700 675 20337 17807
1497 6535 205 6664 672 20186 17787
1498 6559 205 6663 674 20230 17859
1499 6575 204 6695 675 20298 17847
1500 6578 205 6694 671 20360 17826
1501 6617 205 6737 677 20491 17988
1502 6575 206 6699 676 20299 17807
1503 6610 207 6722 675 20407 17953
1504 6632 208 6742 677 20562 17966
1505 6634 207 6744 677 20449 18106
1506 6630 206 6753 679 20528 17996
1507 6631 214 6753 676 20522 18060
1508 6669 208 6780 679 20602 18159
1509 6661 206 6784 678 20594 18006
1510 6680 208 6796 678 20661 18388
1511 6683 208 6803 680 20668 18150
1512 6702 207 6793 681 20704 18113
1513 6705 208 6816 684 20743 18177
1514 6714 209 6820 681 20759 18230
1515 6714 208 6827 684 20774 18190
1516 6729 207 6850 682 20875 18248
1517 6754 209 6874 685 20908 18232
1518 6753 208 6868 681 20815 18310
1519 6751 209 6872 686 20907 18268
1520 6758 208 6915 683 20905 18253
1521 6769 209 6871 684 20945 18320
1522 6765 209 6874 684 20968 18391
1523 6804 210 6910 686 21022 18352
1524 6797 209 6919 686 21022 18414
1525 6803 210 6925 689 21060 18403
1526 6806 210 6933 686 21083 18535
1527 6818 210 6934 686 21100 18367
1528 6828 210 6945 688 21123 18448
1529 6848 211 6968 691 21137 18507
1530 6862 216 6986 690 21213 18614
1531 6867 209 6982 689 21266 18560
1532 6865 210 6973 690 21243 18519
1533 6872 208 7000 692 21156 18640
1534 6897 211 7016 698 21307 18594
1535 6930 212 7033 693 21400 18620
1536 6915 212 7032 696 21395 18769
1537 6905 211 7025 692 21353 18695
1538 6893 210 7015 692 21320 18562
1539 6942 212 7043 693 21454 18716
1540 6931 212 7038 698 21484 18838
1541 6955 211 7067 700 21481 18852
1542 6975 209 7082 696 21521 18906
1543 6955 212 7068 696 21500 18703
1544 6948 210 7072 696 21519 18837
1545 6993 218 7121 698 21636 18876
1546 7004 213 7119 699 21708 18939
1547 7009 214 7124 699 21740 18947
1548 7016 211 7119 706 21600 18951
1549 7050 213 7161 704 21812 19052
1550 7045 213 7166 708 21624 18997
1551 7031 212 7146 700 21820 18973
1552 7054 213 7167 701 21737 19038
1553 7053 212 7179 703 21785 19090
1554 7074 212 7200 703 21756 19072
1555 7077 215 7212 706 21886 19157
1556 7098 214 7210 705 21837 19149
1557 7102 214 7219 711 22005 19175
1558 7110 213 7226 706 21921 19263
1559 7132 215 7238 707 22031 19309
1560 7137 216 7253 710 21997 19294
1561 7135 214 7246 708 22038 19254
1562 7163 215 7278 711 22165 19283
1563 7144 214 7267 711 22075 19417
1564 7168 215 7291 708 22117 19316
1565 7152 213 7276 709 22071 19419
1566 7158 214 7277 710 22158 19321
1567 7171 216 7307 712 22138 19425
1568 7179 216 7314 710 22205 19412
1569 7202 215 7317 711 22263 19521
1570 7226 216 7356 715 22407 19527
1571 7212 216 7338 717 22367 19545
1572 7239 216 7341 714 22436 19808
1573 7234 214 7339 714 22366 19659
1574 7260 215 7380 716 22451 19740
1575 7281 216 7392 718 22533 19718
1576 7278 217 7394 721 22670 19772
1577 7271 216 7407 715 22610 19841
1578 7294 218 7412 718 22603 19841
1579 7307 217 7426 719 22746 19884
1580 7303 219 7421 721 22746 19944
1581 7340 216 7453 721 22774 20016
1582 7326 219 7442 721 22893 19907
1583 7347 217 7455 722 22791 19882
1584 7374 218 7493 723 22922 20183
1585 7350 217 7479 724 22924 20155
1586 7359 217 7476 724 22984 20153
1587 7371 218 7485 724 23015 20176
1588 7373 219 7479 722 22981 20214
1589 7378 218 7506 724 23037 20348
1590 7398 219 7519 724 23270 20264
1591 7411 219 7525 728 23163 20320
1592 7427 219 7557 728 23227 20486
1593 7453 218 7566 735 23268 20604
1594 7445 220 7571 735 23297 20487
1595 7462 221 7599 741 23534 20461
1596 7488 219 7595 731 23465 20648
1597 7520 220 7636 735 23596 20768
1598 7491 218 7611 730 23529 20538
1599 7496 220 7620 732 23626 20672
1600 7476 221 7595 728 23438 20702
1601 7501 221 7620 732 23567 20847
1602 7503 220 7634 734 23638 20699
1603 7534 222 7657 738 23764 20817
1604 7506 221 7641 732 23554 20829
1605 7524 220 7651 739 23811 20860
1606 7560 221 7682 736 23805 20987
1607 7547 221 7669 740 23877 20851
