nDisque jeu1_TTP jeu1Bal jeu2_TTP jeu2Bal jeu3_TTP jeu3Bal
819 63 63 1943 1943 216041 216041
820 63 63 1955 1955 216691 216691
821 63 63 1951 1951 217174 217174
822 63 63 1951 1951 217932 217932
823 63 63 1958 1958 218228 218228
824 63 63 1960 1960 218862 218862
825 63 63 1970 1970 219230 219230
826 63 63 1970 1970 219489 219489
827 63 63 1963 1963 220457 220457
828 63 63 1974 1974 220960 220960
829 63 63 1976 1976 221581 221581
830 63 63 1982 1982 222086 222086
831 63 63 1977 1977 222424 222424
832 63 63 1985 1985 222998 222998
833 62 62 1983 1983 223229 223229
834 62 62 1988 1988 224494 224494
835 63 63 1987 1987 224546 224546
836 63 63 1993 1993 225218 225218
837 63 63 1992 1992 226031 226031
838 63 63 2002 2002 226395 226395
839 63 63 2002 2002 226673 226673
840 63 63 1990 1990 227145 227145
841 63 63 2010 2010 227590 227590
842 63 63 2009 2009 228469 228469
843 63 63 2009 2009 228837 228837
844 63 63 2010 2010 229458 229458
845 63 63 2019 2019 229964 229964
846 63 63 2019 2019 230583 230583
847 63 63 2014 2014 230877 230877
848 63 63 2022 2022 231585 231585
849 63 63 2021 2021 232061 232061
850 63 63 2023 2023 232785 232785
851 63 63 2024 2024 233540 233540
852 63 63 2034 2034 233902 233902
853 63 63 2033 2033 234520 234520
854 63 63 2040 2040 234894 234894
855 64 64 2040 2040 235494 235494
856 64 64 2050 2050 236223 236223
857 63 63 2044 2044 236533 236533
858 64 64 2044 2044 237064 237064
859 63 63 2052 2052 237566 237566
860 64 64 2051 2051 238233 238233
861 64 64 2051 2051 238903 238903
862 63 63 2056 2056 239448 239448
863 64 64 2059 2059 239915 239915
864 64 64 2055 2055 240498 240498
865 64 64 2064 2064 241213 241213
866 63 63 2067 2067 241463 241463
867 63 63 2068 2068 242393 242393
868 63 63 2076 2076 242743 242743
869 64 64 2062 2062 243290 243290
870 63 63 2071 2071 243993 243993
871 63 63 2072 2072 244187 244187
872 64 64 2083 2083 244838 244838
873 64 64 2087 2087 245383 245383
874 63 63 2085 2085 245910 245910
875 64 64 2091 2091 246557 246557
876 64 64 2090 2090 247045 247045
877 64 64 2089 2089 247684 247684
878 63 63 2099 2099 248421 248421
879 64 64 2095 2095 249170 249170
880 64 64 2106 2106 249551 249551
881 63 63 2102 2102 250234 250234
882 64 64 2107 2107 250858 250858
883 63 63 2110 2110 251123 251123
884 64 64 2109 2109 251865 251865
885 64 64 2112 2112 252214 252214
886 64 64 2110 2110 253160 253160
887 63 63 2125 2125 253512 253512
888 64 64 2124 2124 253997 253997
889 64 64 2124 2124 254626 254626
890 64 64 2127 2127 255594 255594
891 64 64 2131 2131 256079 256079
892 64 64 2133 2133 256429 256429
893 64 64 2139 2139 256923 256923
894 64 64 2140 2140 257407 257407
895 64 64 2137 2137 257965 257965
896 63 63 2152 2152 258937 258937
897 64 64 2139 2139 259158 259158
898 64 64 2143 2143 259969 259969
899 64 64 2151 2151 260500 260500
900 64 64 2163 2163 261151 261151
901 64 64 2159 2159 261493 261493
902 63 63 2156 2156 262193 262193
903 64 64 2162 2162 262927 262927
904 64 64 2161 2161 263125 263125
905 64 64 2166 2166 264073 264073
906 64 64 2167 2167 264495 264495
907 65 65 2172 2172 265265 265265
908 64 64 2164 2164 265677 265677
909 64 64 2172 2172 266359 266359
910 64 64 2177 2177 266963 266963
911 64 64 2187 2187 267405 267405
912 64 64 2180 2180 267958 267958
913 64 64 2176 2176 268366 268366
914 64 64 2195 2195 268806 268806
915 64 64 2183 2183 269995 269995
916 64 64 2188 2188 270562 270562
917 64 64 2189 2189 270939 270939
918 65 65 2198 2198 271303 271303
919 64 64 2204 2204 272140 272140
920 64 64 2206 2206 272720 272720
921 64 64 2209 2209 273108 273108
922 64 64 2205 2205 273796 273796
923 64 64 2201 2201 274389 274389
924 64 64 2208 2208 275138 275138
925 65 65 2217 2217 275638 275638
926 64 64 2218 2218 276542 276542
927 64 64 2226 2226 276786 276786
928 64 64 2225 2225 277659 277659
929 64 64 2223 2223 278077 278077
930 64 64 2223 2223 278548 278548
931 65 65 2229 2229 279164 279164
932 65 65 2228 2228 279755 279755
933 65 65 2240 2240 280292 280292
934 64 64 2244 2244 280925 280925
935 64 64 2245 2245 281808 281808
936 64 64 2245 2245 282707 282707
937 64 64 2238 2238 283249 283249
938 64 64 2252 2252 283788 283788
939 65 65 2252 2252 283993 283993
940 64 64 2250 2250 284594 284594
941 64 64 2249 2249 285287 285287
942 65 65 2254 2254 286378 286378
943 64 64 2258 2258 286799 286799
944 64 64 2263 2263 287088 287088
945 64 64 2261 2261 287918 287918
946 65 65 2258 2258 288347 288347
947 64 64 2267 2267 289149 289149
948 65 65 2269 2269 289378 289378
949 65 65 2268 2268 290079 290079
950 65 65 2270 2270 290806 290806
951 64 64 2275 2275 291517 291517
952 65 65 2284 2284 291843 291843
953 65 65 2284 2284 293098 293098
954 64 64 2288 2288 292971 292971
955 65 65 2284 2284 293854 293854
956 65 65 2285 2285 294739 294739
957 65 65 2297 2297 295143 295143
958 64 64 2291 2291 295589 295589
959 64 64 2296 2296 296448 296448
960 64 64 2301 2301 296870 296870
961 64 64 2302 2302 297509 297509
962 65 65 2297 2297 298283 298283
963 65 65 2317 2317 298990 298990
964 65 65 2307 2307 299337 299337
965 65 65 2310 2310 300150 300150
966 65 65 2323 2323 300656 300656
967 65 65 2318 2318 301366 301366
968 65 65 2323 2323 301884 301884
969 65 65 2327 2327 302707 302707
970 65 65 2320 2320 303548 303548
971 65 65 2322 2322 303857 303857
972 64 64 2334 2334 304519 304519
973 65 65 2333 2333 305051 305051
974 65 65 2346 2346 305464 305464
975 66 66 2332 2332 306175 306175
976 65 65 2332 2332 307097 307097
977 65 65 2347 2347 307730 307730
978 65 65 2349 2349 308517 308517
979 65 65 2353 2353 308961 308961
980 65 65 2350 2350 309879 309879
981 65 65 2351 2351 310160 310160
982 65 65 2361 2361 311079 311079
983 65 65 2351 2351 311251 311251
984 65 65 2358 2358 312299 312299
985 65 65 2363 2363 312581 312581
986 65 65 2368 2368 313333 313333
987 65 65 2370 2370 313718 313718
988 65 65 2368 2368 314730 314730
989 65 65 2377 2377 315084 315084
990 66 66 2374 2374 316059 316059
991 65 65 2383 2383 316250 316250
992 65 65 2383 2383 317035 317035
993 65 65 2376 2376 317652 317652
994 65 65 2376 2376 318322 318322
995 66 66 2387 2387 318868 318868
996 65 65 2395 2395 319463 319463
997 65 65 2391 2391 320470 320470
998 65 65 2396 2396 320656 320656
999 65 65 2398 2398 321478 321478
1000 65 65 2398 2398 322535 322535
1001 65 65 2408 2408 322743 322743
1002 65 65 2408 2408 323635 323635
1003 65 65 2406 2406 324211 324211
1004 65 65 2417 2417 324825 324825
1005 65 65 2414 2414 325619 325619
1006 65 65 2420 2420 326076 326076
1007 65 65 2424 2424 326362 326362
1008 64 64 2421 2421 327369 327369
1009 65 65 2420 2420 328189 328189
1010 65 65 2426 2426 328848 328848
1011 65 65 2439 2439 329515 329515
1012 66 66 2422 2422 330260 330260
1013 66 66 2431 2431 330839 330839
1014 65 65 2435 2435 331566 331566
1015 65 65 2439 2439 332227 332227
1016 65 65 2438 2438 332267 332267
1017 65 65 2448 2448 333583 333583
1018 65 65 2451 2451 333805 333805
1019 66 66 2449 2449 334428 334428
1020 65 65 2449 2449 335661 335661
1021 65 65 2446 2446 336097 336097
1022 66 66 2451 2451 336676 336676
1023 66 66 2461 2461 337163 337163
1024 65 65 2455 2455 337613 337613
1025 66 66 2458 2458 338558 338558
1026 66 66 2460 2460 339425 339425
1027 66 66 2469 2469 339592 339592
1028 65 65 2476 2476 340587 340587
1029 66 66 2478 2478 341175 341175
1030 65 65 2479 2479 341899 341899
1031 66 66 2479 2479 342522 342522
1032 65 65 2475 2475 343377 343377
1033 65 65 2493 2493 344053 344053
1034 66 66 2488 2488 344623 344623
1035 66 66 2496 2496 345132 345132
1036 66 66 2489 2489 346200 346200
1037 66 66 2495 2495 346363 346363
1038 66 66 2491 2491 347343 347343
1039 66 66 2504 2504 348247 348247
1040 66 66 2504 2504 348673 348673
1041 66 66 2504 2504 349015 349015
1042 66 66 2513 2513 350069 350069
1043 65 65 2499 2499 350306 350306
1044 66 66 2509 2509 351424 351424
1045 66 66 2513 2513 351423 351423
1046 66 66 2515 2515 352566 352566
1047 65 65 2521 2521 353818 353818
1048 66 66 2525 2525 353680 353680
1049 66 66 2515 2515 355167 355167
1050 66 66 2522 2522 355445 355445
1051 66 66 2524 2524 356145 356145
1052 66 66 2523 2523 356712 356712
1053 66 66 2537 2537 357577 357577
1054 66 66 2538 2538 357999 357999
1055 66 66 2544 2544 358906 358906
1056 66 66 2538 2538 359203 359203
1057 66 66 2541 2541 360204 360204
1058 66 66 2546 2546 360735 360735
1059 67 67 2544 2544 361456 361456
1060 66 66 2552 2552 362040 362040
1061 66 66 2560 2560 362549 362549
1062 66 66 2556 2556 363298 363298
1063 66 66 2555 2555 363929 363929
1064 66 66 2557 2557 364714 364714
1065 66 66 2567 2567 365455 365455
1066 66 66 2564 2564 366465 366465
1067 66 66 2574 2574 367352 367352
1068 66 66 2570 2570 367620 367620
1069 66 66 2579 2579 368289 368289
1070 65 65 2572 2572 369486 369486
1071 66 66 2583 2583 369640 369640
1072 66 66 2565 2565 370299 370299
1073 66 66 2583 2583 371353 371353
1074 66 66 2581 2581 371823 371823
1075 66 66 2592 2592 372658 372658
1076 65 65 2590 2590 373375 373375
1077 66 66 2593 2593 373477 373477
1078 67 67 2599 2599 374801 374801
1079 66 66 2601 2601 375492 375492
1080 66 66 2601 2601 375497 375497
1081 66 66 2594 2594 376502 376502
1082 66 66 2607 2607 377050 377050
1083 66 66 2608 2608 378371 378371
1084 66 66 2602 2602 378594 378594
1085 67 67 2615 2615 379518 379518
1086 66 66 2607 2607 379773 379773
1087 66 66 2617 2617 381030 381030
1088 67 67 2625 2625 381753 381753
1089 66 66 2618 2618 382309 382309
1090 66 66 2629 2629 383339 383339
1091 66 66 2620 2620 383733 383733
1092 66 66 2635 2635 384444 384444
1093 66 66 2646 2646 384550 384550
1094 66 66 2641 2641 385662 385662
1095 66 66 2649 2649 386316 386316
1096 67 67 2643 2643 386860 386860
1097 67 67 2646 2646 387722 387722
1098 66 66 2649 2649 388497 388497
1099 67 67 2657 2657 389310 389310
1100 66 66 2647 2647 389912 389912
1101 67 67 2660 2660 390839 390839
1102 67 67 2650 2650 391232 391232
1103 67 67 2663 2663 391836 391836
1104 67 67 2660 2660 392766 392766
1105 66 66 2661 2661 393741 393741
1106 66 66 2668 2668 394328 394328
1107 66 66 2666 2666 395102 395102
1108 66 66 2671 2671 395884 395884
1109 66 66 2665 2665 395985 395985
1110 66 66 2675 2675 397395 397395
1111 67 67 2688 2688 397916 397916
1112 67 67 2680 2680 398707 398707
1113 66 66 2678 2678 399409 399409
1114 66 66 2693 2693 400078 400078
1115 66 66 2691 2691 400579 400579
1116 67 67 2686 2686 401944 401944
1117 67 67 2697 2697 401792 401792
1118 67 67 2694 2694 402435 402435
1119 67 67 2693 2693 403594 403594
1120 67 67 2703 2703 404228 404228
1121 67 67 2702 2702 404717 404717
1122 67 67 2710 2710 405707 405707
1123 67 67 2716 2716 406531 406531
1124 67 67 2716 2716 407230 407230
1125 66 66 2712 2712 408033 408033
1126 66 66 2710 2710 408547 408547
1127 66 66 2716 2716 409452 409452
1128 66 66 2709 2709 410033 410033
1129 67 67 2727 2727 410477 410477
1130 67 67 2728 2728 411824 411824
1131 67 67 2733 2733 412242 412242
1132 67 67 2730 2730 413054 413054
1133 67 67 2729 2729 414143 414143
1134 67 67 2735 2735 414956 414956
1135 67 67 2740 2740 415039 415039
1136 67 67 2741 2741 415754 415754
1137 67 67 2734 2734 417067 417067
1138 67 67 2742 2742 417637 417637
1139 67 67 2740 2740 418442 418442
1140 66 66 2754 2754 418995 418995
1141 67 67 2749 2749 419655 419655
1142 66 66 2751 2751 420230 420230
1143 67 67 2767 2767 421408 421408
1144 67 67 2759 2759 422056 422056
1145 67 67 2768 2768 423011 423011
1146 66 66 2767 2767 423345 423345
1147 67 67 2759 2759 423709 423709
1148 67 67 2762 2762 425634 425634
1149 67 67 2780 2780 425246 425246
1150 66 66 2774 2774 426476 426476
1151 67 67 2773 2773 427280 427280
1152 67 67 2786 2786 428018 428018
1153 67 67 2783 2783 428546 428546
1154 67 67 2783 2783 429485 429485
1155 67 67 2796 2796 430264 430264
1156 67 67 2792 2792 430746 430746
1157 67 67 2798 2798 431248 431248
1158 67 67 2790 2790 432217 432217
1159 67 67 2793 2793 432904 432904
1160 67 67 2786 2786 434366 434366
1161 67 67 2800 2800 434282 434282
1162 67 67 2810 2810 434761 434761
1163 67 67 2805 2805 436361 436361
1164 67 67 2813 2813 436977 436977
1165 68 68 2811 2811 437659 437659
1166 67 67 2815 2815 438486 438486
1167 68 68 2821 2821 438667 438667
1168 67 67 2817 2817 439893 439893
1169 67 67 2826 2826 440045 440045
1170 67 67 2830 2830 441230 441230
1171 68 68 2823 2823 442210 442210
1172 67 67 2833 2833 442903 442903
1173 67 67 2830 2830 443854 443854
1174 67 67 2842 2842 444216 444216
1175 67 67 2837 2837 445108 445108
1176 68 68 2840 2840 446452 446452
1177 67 67 2842 2842 446624 446624
1178 67 67 2844 2844 447196 447196
1179 68 68 2854 2854 447975 447975
1180 67 67 2851 2851 448794 448794
1181 67 67 2847 2847 449701 449701
1182 67 67 2862 2862 450146 450146
1183 66 66 2855 2855 450948 450948
1184 67 67 2865 2865 452222 452222
1185 67 67 2864 2864 452323 452323
1186 67 67 2857 2857 453629 453629
1187 67 67 2860 2860 454455 454455
1188 68 68 2874 2874 455015 455015
1189 67 67 2879 2879 455512 455512
1190 67 67 2874 2874 456602 456602
1191 67 67 2874 2874 458037 458037
1192 67 67 2893 2893 458683 458683
1193 67 67 2884 2884 458823 458823
1194 67 67 2880 2880 459383 459383
1195 67 67 2892 2892 460740 460740
1196 68 68 2894 2894 461549 461549
1197 67 67 2893 2893 461712 461712
1198 67 67 2900 2900 462897 462897
1199 68 68 2904 2904 463019 463019
1200 68 68 2896 2896 464150 464150
1201 67 67 2907 2907 464919 464919
1202 67 67 2903 2903 465697 465697
1203 68 68 2913 2913 466787 466787
1204 67 67 2911 2911 467267 467267
1205 67 67 2908 2908 468528 468528
1206 68 68 2909 2909 468433 468433
1207 68 68 2921 2921 469751 469751
1208 68 68 2925 2925 470225 470225
1209 68 68 2934 2934 471008 471008
1210 68 68 2922 2922 471992 471992
1211 67 67 2943 2943 472701 472701
1212 68 68 2919 2919 473687 473687
1213 67 67 2940 2940 474132 474132
1214 68 68 2941 2941 474895 474895
1215 68 68 2937 2937 475752 475752
1216 68 68 2943 2943 476686 476686
1217 67 67 2953 2953 477442 477442
1218 68 68 2953 2953 478146 478146
1219 68 68 2954 2954 479001 479001
1220 68 68 2960 2960 480135 480135
1221 68 68 2964 2964 480672 480672
1222 68 68 2955 2955 480676 480676
1223 68 68 2960 2960 482244 482244
1224 67 67 2962 2962 482914 482914
1225 68 68 2962 2962 483751 483751
1226 68 68 2975 2975 484199 484199
1227 68 68 2981 2981 485313 485313
1228 68 68 2969 2969 486341 486341
1229 68 68 2979 2979 486535 486535
1230 67 67 2973 2973 487831 487831
1231 68 68 2980 2980 488502 488502
1232 68 68 2973 2973 489473 489473
1233 68 68 2986 2986 490187 490187
1234 68 68 2979 2979 490800 490800
1235 68 68 2996 2996 491597 491597
1236 68 68 2988 2988 492808 492808
1237 68 68 2998 2998 493849 493849
1238 68 68 2999 2999 494488 494488
1239 68 68 3002 3002 495473 495473
1240 68 68 3005 3005 495835 495835
1241 68 68 3000 3000 496725 496725
1242 68 68 3012 3012 497653 497653
1243 68 68 3011 3011 498200 498200
1244 68 68 3004 3004 499121 499121
1245 68 68 3012 3012 499668 499668
1246 67 67 3012 3012 500557 500557
1247 67 67 3018 3018 501519 501519
1248 68 68 3021 3021 502011 502011
1249 67 67 3018 3018 502857 502857
1250 68 68 3019 3019 503167 503167
1251 68 68 3035 3035 504552 504552
1252 68 68 3033 3033 505879 505879
1253 68 68 3035 3035 505852 505852
1254 68 68 3039 3039 506950 506950
1255 68 68 3036 3036 507679 507679
1256 68 68 3034 3034 508933 508933
1257 68 68 3048 3048 509653 509653
1258 68 68 3053 3053 510438 510438
1259 68 68 3050 3050 511126 511126
1260 68 68 3059 3059 511691 511691
1261 68 68 3056 3056 512908 512908
1262 68 68 3070 3070 513404 513404
1263 69 69 3067 3067 514801 514801
1264 68 68 3060 3060 514903 514903
1265 68 68 3067 3067 516183 516183
1266 68 68 3075 3075 516678 516678
1267 68 68 3080 3080 517794 517794
1268 69 69 3070 3070 518379 518379
1269 69 69 3079 3079 519446 519446
1270 69 69 3074 3074 519839 519839
1271 68 68 3077 3077 521005 521005
1272 68 68 3079 3079 521725 521725
1273 69 69 3082 3082 522805 522805
1274 68 68 3074 3074 523345 523345
1275 68 68 3077 3077 524355 524355
1276 68 68 3095 3095 524517 524517
1277 68 68 3099 3099 525774 525774
1278 68 68 3107 3107 527031 527031
1279 69 69 3098 3098 527363 527363
1280 68 68 3104 3104 528503 528503
1281 69 69 3109 3109 529329 529329
1282 68 68 3107 3107 530133 530133
1283 68 68 3106 3106 531415 531415
1284 68 68 3108 3108 531711 531711
1285 69 69 3110 3110 532981 532981
1286 68 68 3122 3122 533145 533145
1287 68 68 3125 3125 534171 534171
1288 69 69 3132 3132 534609 534609
1289 68 68 3124 3124 535508 535508
1290 68 68 3127 3127 536984 536984
1291 68 68 3131 3131 537291 537291
1292 69 69 3125 3125 538238 538238
1293 69 69 3140 3140 539593 539593
1294 68 68 3139 3139 540146 540146
1295 68 68 3136 3136 541134 541134
1296 69 69 3146 3146 541880 541880
1297 69 69 3148 3148 541723 541723
1298 69 69 3157 3157 543344 543344
1299 69 69 3150 3150 544468 544468
1300 68 68 3153 3153 545340 545340
1301 69 69 3152 3152 546019 546019
1302 69 69 3158 3158 545748 545748
1303 68 68 3165 3165 547750 547750
1304 69 69 3164 3164 548035 548035
1305 68 68 3166 3166 549310 549310
1306 68 68 3161 3161 550410 550410
1307 68 68 3175 3175 550598 550598
1308 68 68 3172 3172 551478 551478
1309 69 69 3175 3175 552830 552830
1310 69 69 3176 3176 553436 553436
1311 68 68 3180 3180 554448 554448
1312 68 68 3186 3186 554646 554646
1313 69 69 3182 3182 555920 555920
1314 69 69 3194 3194 556598 556598
1315 69 69 3200 3200 557163 557163
1316 69 69 3188 3188 558805 558805
1317 68 68 3198 3198 558853 558853
1318 69 69 3197 3197 560379 560379
1319 69 69 3198 3198 561119 561119
1320 69 69 3201 3201 561499 561499
1321 69 69 3210 3210 562808 562808
1322 69 69 3200 3200 563337 563337
1323 69 69 3198 3198 564270 564270
1324 69 69 3215 3215 564740 564740
1325 69 69 3213 3213 566133 566133
1326 69 69 3215 3215 566865 566865
1327 70 70 3217 3217 568191 568191
1328 68 68 3220 3220 568516 568516
1329 69 69 3230 3230 569621 569621
1330 69 69 3225 3225 569689 569689
1331 69 69 3232 3232 571226 571226
1332 69 69 3224 3224 572227 572227
1333 69 69 3226 3226 572760 572760
1334 69 69 3240 3240 573596 573596
1335 69 69 3243 3243 574849 574849
1336 69 69 3243 3243 575318 575318
1337 68 68 3254 3254 577094 577094
1338 68 68 3246 3246 577294 577294
1339 69 69 3253 3253 577346 577346
1340 69 69 3266 3266 579121 579121
1341 69 69 3253 3253 579876 579876
1342 69 69 3257 3257 580559 580559
1343 69 69 3264 3264 582314 582314
1344 68 68 3268 3268 582525 582525
1345 69 69 3267 3267 583470 583470
1346 68 68 3280 3280 584231 584231
1347 69 69 3274 3274 585165 585165
1348 69 69 3270 3270 586395 586395
1349 69 69 3275 3275 587042 587042
1350 69 69 3266 3266 586999 586999
1351 69 69 3277 3277 588884 588884
1352 69 69 3297 3297 589290 589290
1353 69 69 3284 3284 590040 590040
1354 69 69 3292 3292 591190 591190
1355 69 69 3291 3291 592238 592238
1356 69 69 3290 3290 592891 592891
1357 69 69 3291 3291 594220 594220
1358 69 69 3309 3309 594787 594787
1359 69 69 3309 3309 596226 596226
1360 69 69 3298 3298 596066 596066
1361 69 69 3304 3304 597325 597325
1362 69 69 3305 3305 598083 598083
1363 70 70 3313 3313 599030 599030
1364 69 69 3318 3318 599756 599756
1365 69 69 3312 3312 600386 600386
1366 69 69 3312 3312 601621 601621
1367 69 69 3324 3324 602862 602862
1368 69 69 3329 3329 603385 603385
1369 69 69 3331 3331 604737 604737
1370 70 70 3337 3337 605275 605275
1371 69 69 3334 3334 605674 605674
1372 69 69 3334 3334 606640 606640
1373 69 69 3344 3344 607324 607324
1374 70 70 3345 3345 608721 608721
1375 69 69 3342 3342 609883 609883
1376 69 69 3344 3344 609823 609823
1377 69 69 3346 3346 611194 611194
1378 69 69 3353 3353 612708 612708
1379 69 69 3347 3347 613343 613343
1380 69 69 3349 3349 613346 613346
1381 69 69 3351 3351 615388 615388
1382 69 69 3354 3354 616003 616003
1383 69 69 3362 3362 617032 617032
1384 69 69 3364 3364 618153 618153
1385 69 69 3375 3375 618403 618403
1386 69 69 3368 3368 619518 619518
1387 69 69 3366 3366 620443 620443
1388 70 70 3375 3375 621711 621711
1389 69 69 3376 3376 622225 622225
1390 69 69 3379 3379 623434 623434
1391 69 69 3378 3378 624142 624142
1392 69 69 3391 3391 624809 624809
1393 69 69 3387 3387 625922 625922
1394 70 70 3387 3387 626656 626656
1395 69 69 3392 3392 627765 627765
1396 70 70 3402 3402 628013 628013
1397 70 70 3390 3390 629344 629344
1398 69 69 3407 3407 630017 630017
1399 69 69 3399 3399 631191 631191
1400 69 69 3397 3397 631981 631981
1401 70 70 3405 3405 633141 633141
1402 69 69 3412 3412 633817 633817
1403 70 70 3405 3405 634157 634157
1404 70 70 3416 3416 635633 635633
1405 70 70 3417 3417 636085 636085
1406 69 69 3414 3414 636839 636839
1407 69 69 3424 3424 638736 638736
1408 70 70 3417 3417 639040 639040
1409 70 70 3428 3428 640286 640286
1410 70 70 3424 3424 641230 641230
1411 70 70 3431 3431 641786 641786
1412 69 69 3437 3437 642533 642533
1413 70 70 3440 3440 643704 643704
1414 70 70 3435 3435 644290 644290
1415 70 70 3441 3441 645882 645882
1416 70 70 3447 3447 646191 646191
1417 69 69 3438 3438 647677 647677
1418 70 70 3451 3451 648949 648949
1419 70 70 3449 3449 649109 649109
1420 69 69 3458 3458 649732 649732
1421 69 69 3463 3463 651063 651063
1422 70 70 3461 3461 651538 651538
1423 70 70 3451 3451 652799 652799
1424 69 69 3461 3461 654153 654153
1425 70 70 3482 3482 654700 654700
1426 70 70 3470 3470 655628 655628
1427 69 69 3475 3475 656475 656475
1428 70 70 3475 3475 657547 657547
1429 70 70 3473 3473 658109 658109
1430 69 69 3478 3478 658679 658679
1431 70 70 3499 3499 660823 660823
1432 69 69 3485 3485 661675 661675
1433 70 70 3489 3489 662442 662442
1434 70 70 3487 3487 663429 663429
1435 70 70 3492 3492 664011 664011
1436 70 70 3491 3491 665210 665210
1437 70 70 3505 3505 666518 666518
1438 69 69 3498 3498 667027 667027
1439 69 69 3503 3503 666774 666774
1440 70 70 3491 3491 668905 668905
1441 70 70 3497 3497 668932 668932
1442 70 70 3506 3506 670296 670296
1443 70 70 3512 3512 671359 671359
1444 70 70 3510 3510 672844 672844
1445 70 70 3516 3516 673614 673614
1446 70 70 3514 3514 673465 673465
1447 70 70 3519 3519 675579 675579
1448 70 70 3517 3517 676038 676038
1449 70 70 3520 3520 677309 677309
1450 70 70 3537 3537 677959 677959
1451 70 70 3533 3533 679148 679148
1452 70 70 3530 3530 679443 679443
1453 70 70 3533 3533 680780 680780
1454 70 70 3552 3552 681393 681393
1455 70 70 3546 3546 682891 682891
1456 70 70 3547 3547 684469 684469
1457 70 70 3548 3548 685066 685066
1458 70 70 3546 3546 685856 685856
1459 69 69 3549 3549 685849 685849
1460 69 69 3556 3556 687793 687793
1461 69 69 3562 3562 688809 688809
1462 70 70 3564 3564 689453 689453
1463 70 70 3574 3574 690002 690002
1464 70 70 3566 3566 691170 691170
1465 69 69 3566 3566 691640 691640
1466 70 70 3560 3560 692993 692993
1467 70 70 3578 3578 693622 693622
1468 70 70 3579 3579 694623 694623
1469 70 70 3576 3576 696078 696078
1470 70 70 3589 3589 696429 696429
1471 70 70 3593 3593 697846 697846
1472 70 70 3578 3578 698367 698367
1473 70 70 3589 3589 699515 699515
1474 70 70 3587 3587 700786 700786
1475 70 70 3599 3599 701653 701653
1476 71 71 3598 3598 702478 702478
1477 70 70 3596 3596 703645 703645
1478 70 70 3603 3603 704135 704135
1479 70 70 3608 3608 705076 705076
1480 70 70 3598 3598 706470 706470
1481 70 70 3606 3606 706789 706789
1482 70 70 3613 3613 708229 708229
1483 70 70 3612 3612 708980 708980
1484 70 70 3615 3615 710478 710478
1485 70 70 3614 3614 711232 711232
1486 70 70 3625 3625 712142 712142
1487 70 70 3617 3617 713253 713253
1488 70 70 3631 3631 713871 713871
1489 70 70 3631 3631 714796 714796
1490 70 70 3634 3634 715692 715692
1491 70 70 3639 3639 717130 717130
1492 70 70 3624 3624 718083 718083
1493 70 70 3631 3631 718488 718488
1494 70 70 3638 3638 719906 719906
1495 70 70 3640 3640 720977 720977
1496 70 70 3648 3648 721687 721687
1497 71 71 3654 3654 722711 722711
1498 70 70 3652 3652 723514 723514
1499 71 71 3649 3649 724676 724676
1500 70 70 3652 3652 725498 725498
1501 70 70 3657 3657 726545 726545
1502 70 70 3655 3655 727808 727808
1503 70 70 3662 3662 728958 728958
1504 71 71 3647 3647 729093 729093
1505 70 70 3676 3676 730237 730237
1506 70 70 3685 3685 731511 731511
1507 70 70 3675 3675 732072 732072
1508 70 70 3681 3681 733384 733384
1509 70 70 3669 3669 734240 734240
1510 70 70 3689 3689 735121 735121
1511 70 70 3689 3689 736036 736036
1512 71 71 3690 3690 737941 737941
1513 70 70 3694 3694 738764 738764
1514 70 70 3695 3695 739132 739132
1515 70 70 3681 3681 740403 740403
1516 71 71 3697 3697 741403 741403
1517 70 70 3696 3696 741536 741536
1518 70 70 3700 3700 742363 742363
1519 70 70 3706 3706 743894 743894
1520 70 70 3705 3705 746337 746337
1521 70 70 3710 3710 746751 746751
1522 70 70 3704 3704 747136 747136
1523 70 70 3714 3714 747964 747964
1524 71 71 3721 3721 749173 749173
1525 71 71 3709 3709 749681 749681
1526 71 71 3720 3720 751312 751312
1527 71 71 3728 3728 751941 751941
1528 70 70 3731 3731 753171 753171
1529 70 70 3728 3728 754112 754112
1530 71 71 3735 3735 754669 754669
1531 70 70 3731 3731 756076 756076
1532 71 71 3729 3729 756075 756075
1533 71 71 3736 3736 758101 758101
1534 71 71 3753 3753 758981 758981
1535 71 71 3750 3750 759795 759795
1536 71 71 3746 3746 760939 760939
1537 71 71 3739 3739 762035 762035
1538 70 70 3758 3758 762998 762998
1539 70 70 3764 3764 764026 764026
1540 71 71 3759 3759 764228 764228
1541 71 71 3756 3756 765168 765168
1542 71 71 3775 3775 767064 767064
1543 70 70 3777 3777 767680 767680
1544 71 71 3761 3761 768891 768891
1545 70 70 3766 3766 770071 770071
1546 71 71 3769 3769 770267 770267
1547 71 71 3764 3764 771716 771716
1548 71 71 3783 3783 772820 772820
1549 71 71 3780 3780 773235 773235
1550 70 70 3779 3779 774086 774086
1551 71 71 3784 3784 776200 776200
1552 70 70 3797 3797 776949 776949
1553 71 71 3781 3781 778040 778040
1554 71 71 3777 3777 779477 779477
1555 71 71 3789 3789 780131 780131
1556 70 70 3805 3805 781007 781007
1557 71 71 3802 3802 781275 781275
1558 71 71 3805 3805 783106 783106
1559 71 71 3806 3806 784085 784085
1560 70 70 3810 3810 784789 784789
1561 71 71 3802 3802 786460 786460
